"ID","XCOO","YCOO","ELEV","COUN","ASP","LOWDB","LITO","GENLAN","Ag","Al","Al_XRF","Al2O3","As","Au","B","Ba","Be","Bi","Br_IC","Ca","Ca_XRF","CaO","Cd","Cl_IC","Co","Cr","Cu","EC","F_IC","Fe","Fe_XRF","Fe2O3","Hg","K","K_XRF","K2O","La","Li","LOI","Mg","Mg_XRF","MgO","Mn","Mn_XRF","MnO","Mo","Na","Na_XRF","Na2O","Ni","NO3_IC","P","P_XRF","P2O5","Pb","Pd","pH","PO4_IC","Pt","S","Sb","Sc","Se","Si","Si_XRF","SiO2","SO4_IC","Sr","Te","Th","Ti","Ti_XRF","TiO2","V","Y","Zn"
658,580500,7610000,100,"RUS","FLAT",29,31,"PLAIN",0.018,12400,74900,16.03,0.73,1.078,1.5,70.3,0.09,0.02,0.001,540,8200,1.16,0.019,0.00233,4.9,32.2,15.1,0.61,0.0005,23000,54000,7.73,0.03,1930,20400,2.46,17.2,4.5,5.77,4320,14800,2.46,62.6,460,0.06,0.5,80,10900,1.48,20.5,0.002771,163,260,0.06,3.29,0.839,5.3,0.002,1.567,89,0.005,2.9,0.193,157,288300,61.69,3.307,4.4,0.026,11,665,4670,0.78,36.2,3.5,30.2
662,575250,7860000,50,"NOR","FLAT",23,9,"SLOPE",0.019,18500,70100,15.01,7.97,0.766,1.5,16.5,0.31,0.231,0.001,840,1700,0.25,0.066,0.004964,13.4,27.5,33.5,1.45,0.001649,55100,51100,7.31,0.03,790,27700,3.34,10.3,20.6,7.36,7200,10500,1.75,603,690,0.09,1,50,9000,1.22,27,0.0005,785,820,0.19,11.2,1.201,5.1,0.002,1.934,173,0.331,1.2,0.287,106,289800,62.02,10.943,7.2,0.035,10,329,5930,0.99,26.8,7.5,76.3
663,703600,7680000,160,"RUS","FLAT",18,20,"RIDGE",0.014,24800,68500,14.66,0.71,0.642,1.5,42,0.4,0.021,0.001,2610,23000,3.22,0.027,0.009534,4.8,47.1,9.1,0.93,0.0005,26800,46300,6.63,0.03,550,12200,1.48,18.1,6.8,12.55,2960,11900,1.99,93.9,540,0.07,0.1,300,20400,2.75,13.4,0.004222,717,740,0.17,4.89,1.037,5.1,0.002,2.321,218,0.005,3.5,0.269,123,257900,55.19,8.752,9.7,0.014,9,1160,4310,0.72,54.5,5.5,25.5
664,594509,7730000,60,"NOR","FLAT",12,20,"PLAIN",0.027,20700,68000,14.56,1.4,0.313,1.5,53.5,0.55,0.086,0.001,2440,16000,2.24,0.025,0.006667,7.9,43.8,9.3,0.67,0.0005,40000,44100,6.31,0.03,970,24400,2.94,21,22.4,4.86,6060,9500,1.58,180,380,0.05,0.5,260,23000,3.11,19,0.001061,744,740,0.17,8.34,1.201,5.5,0.002,2.498,202,0.005,4.6,0.131,129,293900,62.9,17.876,12.5,0.013,17,2810,4790,0.8,74.7,5.3,53.7
666,394943,7530000,260,"FIN","SW",23,51,"FLAT",0.028,24600,64800,13.88,3.42,0.603,1.5,39.4,0.49,0.035,0.001,2250,20000,2.8,0.046,0.004184,10,45.3,13,0.53,0.0005,40300,50600,7.24,0.03,400,16200,1.96,11.8,10,6.64,4660,12600,2.09,200,610,0.08,0.1,240,20900,2.83,17.9,0.0005,1020,910,0.21,3.62,1.332,5.6,0.002,2.649,289,0.031,4.7,0.187,151,283200,60.6,9.245,9,0.015,9,1510,5150,0.86,76.2,4.9,41.6
667,455068,7420000,235,"FIN","NE",19,7,"PLAIN",0.011,26400,61600,13.19,1.42,0.44,1.5,30.4,0.69,0.022,0.001,660,11200,1.58,0.021,0.005312,4.7,38.2,4.7,0.65,0.0005,24100,24100,3.45,0.03,430,19600,2.37,21.3,6.4,6.88,1690,4000,0.67,109,230,0.03,0.1,80,22300,3.01,11.6,0.004492,817,650,0.15,6.2,1.183,5.2,0.002,2.751,183,0.015,2.3,0.188,129,316200,67.66,6.301,3.3,0.008,15,790,2330,0.39,43,4.4,19.1
668,512295,7730000,277,"FIN","NE",22,20,"FLAT",0.005,12000,64000,13.71,0.61,0.576,1.5,21.3,0.12,0.007,0.001,1250,18500,2.59,0.03,0.002101,2.9,14.6,5.6,0.64,0.0005,11400,35000,5.01,0.03,410,8600,1.04,6.6,3,5.33,2160,10800,1.8,66.6,540,0.07,0.1,110,20300,2.74,5.8,0.0005,298,340,0.08,2.04,1.37,5.1,0.002,1.809,96,0.005,1.9,0.148,123,311100,66.57,7.727,5.9,0.011,3,405,2630,0.44,21.5,2.3,10.1
670,586615,7390000,280,"FIN","NW",25,52,"PLAIN",0.002,3200,46400,9.93,0.35,0.212,1.5,8.9,0.1,0.01,0.001,590,13700,1.93,0.017,0.001,2.2,23.5,3.2,0.26,0.0005,10300,18000,2.58,0.03,360,16100,1.95,7.2,2.2,0.79,1020,5900,0.98,52.7,230,0.03,0.1,50,20300,2.74,6.3,0.0005,170,170,0.04,1,0.9,5.5,0.002,0.843,11,0.005,0.8,0.015,190,362400,77.55,2.175,1.7,0.005,6,451,1970,0.33,24.5,2,4.7
671,568072,7710000,180,"FIN","N",12,7,"PLAIN",0.008,7800,61200,13.1,0.43,0.331,1.5,8.6,0.21,0.031,0.001,1390,16200,2.28,0.073,0.004716,2,11.3,4,0.78,0.0005,13300,26700,3.83,0.03,260,21000,2.53,8.9,4.2,5.25,1540,5500,0.92,63.9,300,0.04,0.3,130,23500,3.18,4.1,0.0005,169,210,0.05,3.55,0.817,5,0.002,1.667,86,0.005,1.7,0.114,155,316200,67.67,11.354,4.1,0.007,6,928,2630,0.44,33.7,3.5,8.7
672,527100,7860000,40,"NOR","FLAT",32,10,"SLOPE",0.046,28500,69300,14.83,2.58,0.533,1.5,52.3,0.69,0.165,0.00204,330,5200,0.73,0.023,0.010671,9.8,30.1,13.1,1.19,0.0005,65900,65100,9.32,0.03,3100,19400,2.34,17.9,17,15.01,5240,6200,1.03,203,850,0.11,0.3,80,11400,1.54,13.8,0.0005,468,480,0.11,20.6,1.231,5.2,0.002,3.09,319,0.029,3.3,0.644,109,248700,53.23,14.577,4.2,0.026,14,2600,6650,1.11,62.2,10.3,60.7
676,632100,7800000,50,"NOR","FLAT",20,9,"LOWMO",0.014,10900,37400,8.02,6.32,0.256,1.5,27.6,0.29,0.133,0.001,230,2800,0.4,0.029,0.011817,3.6,20.8,6.5,2.29,0.002301,54100,48800,6.99,0.03,820,15600,1.89,7.2,5.7,7.51,2130,3800,0.64,188,230,0.03,0.1,50,7300,0.99,6.2,0.0005,492,430,0.1,6.09,1.563,4.5,0.002,2.35,172,0.101,1.6,0.148,141,334900,71.66,27.181,4.9,0.023,8,396,4250,0.71,63,3.5,19.8
677,627814,7670000,210,"RUS","FLAT",19,21,"PLAIN",0.005,16600,68500,14.67,0.81,0.491,1.5,28.9,0.2,0.011,0.001,1590,23700,3.32,0.021,0.002077,4.2,24.4,5.6,0.48,0.0005,12100,30500,4.37,0.03,670,9200,1.12,6.5,3.7,4.77,2200,10100,1.68,234,610,0.08,0.1,120,22000,2.97,8.8,0.001462,675,560,0.13,2.57,0.905,5,0.002,2.417,113,0.005,2.1,0.096,99,309600,66.24,9.565,6.6,0.004,1.5,602,2390,0.4,27.5,2.8,15.8
678,714497,7470000,180,"RUS","FLAT",17,1,"PLAIN",0.007,14300,67900,14.54,0.65,0.714,1.5,19.6,0.16,0.037,0.001,1370,26000,3.65,0.017,0.002637,4.7,32.7,7.8,0.44,0.0005,13600,29100,4.17,0.03,710,9800,1.19,2.2,8.5,3.82,2650,10400,1.74,117,460,0.06,0.1,110,25600,3.46,14.9,0.0005,599,520,0.12,1.63,0.551,5.2,0.002,2.259,107,0.005,2,0.069,124,315900,67.59,9.542,4,0.007,1.5,862,2210,0.37,30.4,1.5,31
679,545581,7610000,235,"FIN","S",17,32,"PLAIN",0.023,20300,71000,15.2,1.45,0.974,1.5,60.1,0.22,0.018,0.001,740,10400,1.46,0.031,0.004593,7.1,26.8,15.8,0.81,0.0005,22000,48800,6.99,0.03,1030,14300,1.73,13.1,5.4,6.23,3580,12300,2.05,61,460,0.06,0.1,100,10600,1.44,23.4,0.001537,360,390,0.09,3.54,0.591,5.3,0.002,2.163,143,0.005,3.1,0.191,111,294400,63,6.002,4.4,0.023,8,678,3890,0.65,37,4,26.1
680,688909,7570000,420,"RUS","NW",30,32,"HIMO",0.041,19500,70900,15.19,0.75,0.803,1.5,42.6,0.18,0.012,0.001,5350,51800,7.26,0.043,0.005263,10.1,35.9,38.7,0.77,0.0005,21600,90700,12.98,0.07,100,4200,0.51,9.1,4.6,12.33,3110,31500,5.23,128,1390,0.18,0.3,310,14000,1.89,30.6,0.003272,1750,1700,0.39,1.45,1.24,5.4,0.002,4.419,233,0.005,2.5,0.249,106,197800,42.34,4.508,22.9,0.015,1.5,767,9230,1.54,48.9,3.4,27.2
682,676998,7390000,95,"RUS","FLAT",13.5,105,"RIDGE",0.094,26500,66600,14.27,2.38,0.755,1.5,52.4,0.49,0.07,0.001,2820,23500,3.29,0.032,0.004262,10.3,94.7,14.2,1.12,0.0005,38500,52800,7.56,0.03,960,13800,1.67,12.5,20.2,8.77,7930,20000,3.32,150,540,0.07,0.1,250,20400,2.76,32.4,0.0005,721,690,0.16,5.69,1.15,5.9,0.002,4.219,115,0.023,4.6,0.098,116,263400,56.36,13.773,11.5,0.013,8,1960,5210,0.87,73.8,3.7,56.9
683,714434,7510000,230,"RUS","N",29,1,"RIDGE",0.021,11600,64300,13.77,1.18,0.349,1.5,25.9,0.18,0.023,0.001,1070,21000,2.94,0.016,0.001,4.9,21.5,7.8,0.69,0.0005,14400,27900,4,0.03,580,11800,1.43,3.8,7.4,5.15,1670,7000,1.17,47,380,0.05,0.1,90,24900,3.36,11.6,0.004037,276,260,0.06,2.21,0.678,5.6,0.002,2.859,97,0.005,1.4,0.104,150,315900,67.59,10.218,3.3,0.006,1.5,757,2150,0.36,27.8,1.7,16.2
684,404739,7570000,307,"FIN","W",33,1,"FLAT",0.013,11400,53100,11.38,0.66,0.171,1.5,16.2,0.21,0.027,0.001,700,12800,1.8,0.016,0.004093,2.7,44.4,3.5,0.62,0.0005,17200,20000,2.87,0.03,560,19800,2.39,5.2,3.8,4.3,1960,6500,1.08,34.2,230,0.03,0.1,70,21700,2.93,9.6,0.0005,163,130,0.03,2.53,0.658,5.3,0.002,1.72,130,0.005,1.5,0.119,155,337600,72.23,6.633,3.5,0.005,5,731,1490,0.25,28.1,1.7,4.3
685,602100,7740000,35,"NOR","E",19,20,"SLOPE",0.013,5030,59500,12.75,0.68,0.34,1.5,9.3,0.16,0.06,0.001,2650,16200,2.27,0.039,0.005056,2.8,12.3,4.6,0.57,0.0005,11300,21700,3.11,0.03,720,25700,3.1,12,7.5,2.54,1970,5000,0.84,90.8,300,0.04,0.2,130,24400,3.29,5.4,0.0005,790,870,0.2,2.91,0.647,5.7,0.002,1.52,48,0.005,1.5,0.054,91,331000,70.82,6.779,4.4,0.0015,9,816,3230,0.54,21.6,9.7,16.4
686,730510,7510000,210,"RUS","NE",12,1,"PLAIN",0.017,20300,67300,14.42,1.28,0.47,1.5,22.2,0.24,0.034,0.001,1410,21700,3.05,0.017,0.005052,5,30.9,8.9,1.17,0.0005,22500,27900,4,0.03,610,11900,1.44,3.7,13.1,7.23,2980,7500,1.25,92.2,300,0.04,0.1,170,25300,3.42,13.3,0.0005,322,260,0.06,4.9,0.704,4.9,0.002,0.665,333,0.015,2.5,0.143,102,300300,64.25,35.338,4.4,0.011,5,1320,2270,0.38,39.1,2.5,21.8
687,421123,7840000,140,"NOR","S",35,10,"LOWMO",0.059,16100,63900,13.68,5.44,1.062,1.5,33.5,0.65,0.28,0.001,680,5500,0.77,0.021,0.007018,6.9,16.3,19.9,1.02,0.0005,39400,46900,6.71,0.03,2990,21500,2.6,34.7,16,6,4730,5700,0.95,112,1000,0.13,1.3,50,11000,1.49,14.4,0.004216,329,300,0.07,11.6,1.061,5.1,0.002,1.294,193,0.086,2.1,0.457,88,314000,67.2,19.554,4.7,0.016,20,1320,4550,0.76,22.9,20.3,64.3
691,589880,7700000,170,"NOR",,13,52,"RIDGE",0.031,18200,65200,13.97,0.85,1.151,1.5,20,0.23,0.126,0.001,1790,24800,3.48,0.023,0.006164,8.5,58.9,17.4,1.08,0.0005,41300,52800,7.55,0.03,760,9700,1.17,5.3,7.7,7.11,4170,12700,2.11,146,610,0.08,0.1,190,24400,3.3,18.3,0.002091,444,430,0.1,3.06,0.81,5.1,0.002,0.839,205,0.005,3.9,0.204,158,278900,59.68,17.054,4.7,0.01,6,1610,4670,0.78,69.7,3.1,30.7
692,528488,7690000,185,"FIN","SE",18,20,"FLAT",0.023,17600,65400,14,0.76,4.915,1.5,33,0.35,0.016,0.001,820,14600,2.05,0.034,0.007055,3.7,26.7,6.1,0.93,0.0005,24900,57900,8.28,0.03,550,11700,1.42,14.6,4.7,8.93,2380,13500,2.25,57.9,690,0.09,0.5,110,12600,1.71,9.3,0.0005,274,390,0.09,3.49,0.502,5.2,0.002,0.25,177,0.005,2.5,0.147,140,277900,59.46,12.149,5.5,0.01,8,703,4310,0.72,45.6,4,19.7
693,601800,7660000,230,"RUS","NW",35,20,"RIDGE",0.011,21300,70900,15.19,0.79,0.866,1.5,27,0.26,0.017,0.001,2220,24500,3.44,0.03,0.002821,4.8,26.3,19.3,0.65,0.0005,16500,38800,5.55,0.03,510,9100,1.1,11,4.5,7.38,2350,11600,1.94,80.3,540,0.07,0.1,170,21800,2.95,11.8,0.003922,542,520,0.12,2.91,0.874,5.5,0.002,1.453,132,0.005,2.8,0.186,124,296400,63.42,6.88,7.2,0.007,5,730,3290,0.55,29.9,4,20.2
694,653599,7720000,120,"RUS","FLAT",35,20,"RIDGE",0.029,20800,65400,14,2.98,0.92,1.5,19.9,0.36,0.03,0.001,2220,23500,3.29,0.043,0.005038,9.6,49.7,49.6,0.98,0.0005,43100,53800,7.7,0.03,660,10900,1.32,8.5,12,7.64,5970,14100,2.35,196,610,0.08,0.4,120,21500,2.91,27.4,0.0005,377,390,0.09,5.26,1.273,5.2,0.002,1.129,239,0.035,3.7,0.245,147,280100,59.94,36.873,7.7,0.016,8,1950,4370,0.73,71.3,3.7,53.8
695,619000,7620000,220,"RUS","FLAT",42,31,"PLAIN",0.021,29600,67700,14.5,0.66,0.779,1.5,41.3,0.26,0.008,0.001,980,17000,2.38,0.033,0.004877,4.4,31.5,6.7,0.59,0.0005,23300,45800,6.55,0.03,490,8700,1.05,11.7,4.1,8.81,2170,10800,1.8,81.3,540,0.07,0.1,150,13900,1.88,9.6,0.001173,605,520,0.12,3.51,0.946,5.7,0.002,0.544,183,0.005,3.3,0.184,161,286900,61.4,8.619,5.1,0.01,6,1080,4550,0.76,54.7,4.2,22.6
696,471250,7800000,135,"NOR","SE",24,10,"PLAIN",0.007,6870,30800,6.6,1.14,0.812,1.5,17.7,0.35,0.047,0.001,140,2200,0.31,0.008,0.00245,2.8,11.1,2.6,0.86,0.0005,14800,21500,3.08,0.03,340,12700,1.54,8,5,4.17,570,3500,0.59,110,230,0.03,0.3,30,3700,0.5,2.7,0.0005,110,130,0.03,7.5,0.364,5.1,0.002,0.754,73,0.021,0.9,0.232,190,381200,81.57,10.097,4.5,0.012,5,92.4,3410,0.57,22,3.4,9.5
698,728208,7370000,210,"RUS","FLAT",30,51,"RIDGE",0.052,34700,73000,15.62,6.17,1.908,1.5,75.6,0.49,0.058,0.001,2670,22500,3.15,0.054,0.005654,14.1,148,16.8,0.79,0.0005,38400,48800,6.98,0.03,1110,11100,1.34,8,21.9,9.84,9890,18200,3.03,143,460,0.06,0.1,210,20200,2.73,50.4,0.0005,729,690,0.16,2.57,1.531,5.6,0.002,2.248,168,0.05,4.9,0.12,114,262400,56.16,14.765,11.7,0.009,6,1510,3530,0.59,78.8,3.7,53.5
699,617152,7500000,285,"FIN","FLAT",19,1,"FLAT",0.037,34900,64600,13.83,1.13,5.24,1.5,43.3,0.29,0.078,0.001,1170,18200,2.56,0.056,0.004959,6.3,66.8,10.6,0.75,0.0005,20700,27200,3.9,0.03,1240,8300,1.01,6.2,13.2,9.22,4000,9500,1.58,112,300,0.04,0.1,120,19000,2.57,25.1,0.0005,758,560,0.13,3.15,1.336,5.2,0.002,1.955,232,0.015,3.5,0.212,150,301500,64.51,9.776,6.4,0.009,3,852,2270,0.38,41.5,2.2,30.2
701,395068,7400000,185,"FIN","SE",27,7,"PLAIN",0.008,13300,64100,13.72,0.58,0.12,1.5,14.1,0.3,0.013,0.001,1070,12200,1.72,0.017,0.005043,2.6,13.8,2,0.67,0.0005,11400,14100,2.02,0.03,100,24500,2.96,9.1,2.5,3.65,1050,3300,0.55,94.3,230,0.03,0.1,60,26000,3.51,3.3,0.005046,763,560,0.13,2.95,0.496,5.7,0.002,1.2,67,0.017,1.2,0.056,225,332200,71.09,7.527,5.5,0.0015,7,694,1670,0.28,23.3,3.1,10.3
702,688039,7640000,280,"RUS","S",35,22,"LOWMO",0.028,14600,68400,14.65,0.53,0.743,1.5,33.8,0.19,0.01,0.001,2490,30000,4.2,0.022,0.003634,3.8,33.7,7.9,0.77,0.0005,13600,43200,6.19,0.03,530,8800,1.06,11.1,3.4,8.86,2750,16300,2.71,72.3,690,0.09,0.1,210,22000,2.97,16.1,0.004318,641,690,0.16,1.36,0.917,5.2,0.002,1.811,207,0.005,2.4,0.166,163,275000,58.85,7.671,7.9,0.0015,1.5,581,4010,0.67,29.3,5.1,10.8
703,747002,7500000,140,"RUS","S",14,1,"RIDGE",0.006,13900,63700,13.63,0.68,0.343,1.5,13.7,0.18,0.048,0.001,1430,20200,2.83,0.02,0.004652,3.1,26.5,5.1,0.83,0.0005,12600,22200,3.18,0.03,320,11100,1.34,3.2,6.7,5.13,1270,5600,0.94,49.8,300,0.04,0.2,180,24600,3.32,9,0.0005,90,80,0.02,1.93,0.654,5.2,0.002,1.234,142,0.005,1.9,0.073,157,322300,68.97,24.899,5,0.005,4,628,1790,0.3,24.7,1.7,8.8
706,398250,7820000,70,"NOR","W",26,10,"HIMO",0.043,12800,49800,10.66,7.17,0.28,1.5,18.1,0.25,0.147,0.001,670,6700,0.95,0.016,0.003744,4.5,20.3,12.3,1.02,0.0005,41600,44800,6.41,0.03,1370,16100,1.95,8.7,8.1,7.7,2670,4100,0.69,80.4,380,0.05,0.2,50,11700,1.58,10.9,0.0005,400,390,0.09,7.65,0.587,5,0.002,1.662,174,0.049,1.6,0.335,144,322000,68.91,11.325,8.7,0.019,9,1320,3710,0.62,24.4,5,28.5
707,385234,7720000,420,"NOR","FLAT",19,51,"FLAT",0.008,9090,58300,12.48,0.42,0.197,1.5,5.8,0.14,0.057,0.001,1560,18900,2.65,0.01,0.003445,2,17,3.1,0.62,0.0005,13000,25000,3.58,0.03,260,15800,1.91,6.2,3.1,4,1430,7100,1.19,58.4,300,0.04,0.3,150,26100,3.52,4.2,0.0005,326,300,0.07,1.76,0.455,5.1,0.002,0.555,112,0.005,1.7,0.13,171,328000,70.18,9.758,4.3,0.0015,4,783,2330,0.39,29.9,2.9,5.2
708,707657,7750000,80,"RUS","FLAT",16,9,"PLAIN",0.037,14700,66800,14.31,9.07,1.267,3,20.1,0.35,0.308,0.001,760,4600,0.65,0.03,0.015042,7.5,48.2,23.5,2.31,0.002752,70400,62500,8.95,0.08,990,26800,3.24,6,9.4,15.58,4600,8600,1.43,408,460,0.06,0.3,70,11400,1.54,20.4,0.0005,560,610,0.14,12.3,1.271,4.5,0.002,2.471,397,0.299,3.5,0.52,169,245100,52.45,33.369,9.6,0.067,14,4940,6410,1.07,95.1,3.6,32.2
712,822220,7530000,500,"RUS","N",12,83,"HIMO",0.044,31600,68700,14.7,5.53,0.354,1.5,161,1.87,0.103,0.001,2970,18700,2.63,0.082,0.003564,11.9,45,22.1,0.9,0.0005,31800,52800,7.55,0.03,2130,18900,2.28,77.4,19.2,11.93,6390,12700,2.11,408,920,0.12,0.9,230,22800,3.08,37.2,0.0005,506,960,0.22,9.52,1.749,5.5,0.002,2.866,192,0.075,2.9,0.195,98,247100,52.88,5.33,144,0.015,27,1940,8690,1.45,70.7,10.6,135
713,400791,7540000,250,"FIN","E",28,1,"FLAT",0.019,11400,58300,12.48,1.56,0.499,1.5,13.2,0.32,0.032,0.001,1280,16900,2.37,0.031,0.002133,2.8,16.9,3,0.58,0.001333,13400,26400,3.78,0.03,290,18100,2.19,7.7,5.8,5.51,1860,6900,1.16,72.8,380,0.05,0.1,130,23300,3.15,6.6,0.0005,159,170,0.04,2.78,0.632,5.4,0.002,1.487,93,0.011,2.3,0.09,127,314700,67.35,5.866,6,0.0015,5,913,3230,0.54,34.6,2.9,10.1
714,396692,7500000,250,"FIN","SE",19,7,"PLAIN",0.036,16800,54500,11.67,4.24,0.382,1.5,28.5,0.38,0.034,0.001,1680,16100,2.26,0.031,0.006477,7.2,39.4,12.5,1.06,0.0005,35000,46500,6.65,0.03,550,14900,1.8,8.7,8.3,7.35,3980,10600,1.77,118,460,0.06,0.1,160,19300,2.61,14.2,0.0005,632,610,0.14,2.25,0.897,5.1,0.002,1.508,144,0.035,3.4,0.15,154,301000,64.41,14.095,6,0.009,8,1310,4850,0.81,77.4,3.3,18.9
715,480808,7610000,390,"FIN","SE",20,32,"PLAIN",0.029,26600,64600,13.84,1.41,1.449,1.5,47.6,0.41,0.021,0.001,400,10500,1.48,0.034,0.00521,5,33.5,11.9,0.81,0.0005,26000,58500,8.37,0.07,720,12900,1.56,16.3,3.9,14.18,2210,13600,2.27,50.2,540,0.07,0.1,60,7700,1.04,15.3,0.001055,335,430,0.1,4.08,0.611,5.1,0.002,1.111,269,0.005,2.9,0.357,159,258900,55.4,5.384,3.2,0.02,10,851,4850,0.81,55.3,4.4,22.5
716,472950,7850000,40,"NOR","W",41,10,"DEEPVAL",0.018,10800,42500,9.11,3.36,0.122,1.5,28.2,0.18,0.072,0.002154,650,6300,0.89,0.018,0.008018,4.7,17,3.8,1.39,0.0005,29500,32100,4.59,0.03,1360,15000,1.81,4.9,2.5,13.8,1660,2500,0.43,215,540,0.07,0.4,50,11600,1.57,6,0.0005,333,340,0.08,9.67,0.345,4.9,0.002,1.01,273,0.028,1.4,0.439,121,308000,65.91,9.269,9.5,0.009,8,1860,3650,0.61,34.4,3.7,17.1
717,534786,7770000,180,"FIN","NE",22,20,"FLAT",0.025,18200,68200,14.61,2.42,0.587,1.5,46.8,0.29,0.015,0.001,2360,27000,3.78,0.034,0.003944,6.3,30,9,0.54,0.0005,24500,41800,5.99,0.03,1140,9500,1.15,11.4,12.1,7.02,5060,10900,1.82,141,540,0.07,0.1,150,22400,3.02,10.1,0.0005,630,650,0.15,2.52,0.814,5.2,0.002,1.251,141,0.005,2.4,0.177,141,287800,61.59,8.243,16.1,0.008,6,1180,3230,0.54,48.9,3.5,28.8
718,464914,7670000,415,"FIN","S",18,32,"PLAIN",0.038,36500,69400,14.86,1.48,1.113,1.5,95.6,0.47,0.033,0.001,580,10500,1.48,0.028,0.00705,8.4,46.5,21.4,0.9,0.0005,35200,58700,8.4,0.03,760,14800,1.79,10.8,9.4,14.04,3520,15700,2.61,83.6,540,0.07,0.5,100,8100,1.1,36.5,0.010015,533,560,0.13,5.71,1.481,5.1,0.002,2.139,360,0.017,3.1,0.423,125,253500,54.25,6.896,6.7,0.025,6,888,5390,0.9,61.8,3.1,34.8
722,646995,7710000,200,"RUS","E",38,52,"PLAIN",0.012,9910,63800,13.66,1.64,1.37,1.5,17.2,0.18,0.014,0.001,2070,25800,3.61,0.018,0.003298,4.3,23.9,11.5,0.82,0.0005,19100,39800,5.7,0.03,270,9100,1.1,7.6,4.1,4.75,2660,11500,1.91,133,610,0.08,0.4,140,23200,3.14,14.8,0.001015,350,340,0.08,1.69,0.651,5.3,0.002,0.738,147,0.005,2.3,0.184,135,299700,64.14,29.221,7.5,0.009,3,944,3350,0.56,33.7,3.5,13.4
724,556577,7570000,390,"FIN","NW",18,31,"PLAIN",0.058,49800,79800,17.08,2.16,1.69,1.5,76.3,0.43,0.042,0.001,530,6100,0.86,0.047,0.006645,6.4,45.8,29.5,0.98,0.001241,45200,61900,8.86,0.15,490,14900,1.8,15.3,8.5,19,3060,11100,1.85,58.1,300,0.04,0.7,50,6000,0.81,45,0.0005,647,650,0.15,7.77,2.064,5.2,0.002,0.694,476,0.021,4.4,0.82,122,226600,48.5,16.294,4.1,0.047,9,641,3950,0.66,54.1,4.6,45.6
726,517350,7800000,330,"NOR","S",23,10,"PLAIN",0.01,17900,76900,16.46,2.21,2.235,1.5,24.6,0.72,0.118,0.001,1590,6200,0.87,0.047,0.003387,15,51.7,30.6,0.63,0.0005,44700,53500,7.65,0.03,770,27300,3.3,22.8,28.3,9.12,10100,14600,2.43,430,610,0.08,0.1,50,11700,1.59,44.2,0.0005,478,610,0.14,10.5,1.643,5.2,0.002,5.912,159,0.064,3.3,0.121,132,267300,57.19,5.194,8.6,0.021,11,1060,4670,0.78,37.1,14.3,71
727,701797,7590000,140,"RUS","W",30,1,"PLAIN",0.019,13300,66600,14.25,0.5,0.395,1.5,40.8,0.2,0.01,0.001,1820,27300,3.83,0.018,0.005212,6.5,28.6,16.6,0.56,0.0005,19900,40700,5.82,0.03,2050,12200,1.48,10.9,10.8,5.65,3650,13100,2.18,130,610,0.08,0.1,120,24500,3.31,20.1,0.0005,451,520,0.12,1.79,0.848,5.4,0.002,3.368,97,0.005,2,0.109,127,289800,62.02,7.745,6.9,0.007,4,937,3590,0.6,40.4,2.3,32.5
728,379149,7590000,320,"FIN","SW",12,1,"FLAT",0.012,10500,60900,13.03,0.53,0.44,1.5,12.9,0.25,0.019,0.001,1430,19200,2.69,0.014,0.004325,2.2,16.4,4.4,0.68,0.0005,14400,26000,3.72,0.03,410,18500,2.24,10.5,7,5.36,1660,6900,1.16,58.6,380,0.05,0.1,120,25400,3.43,5.1,0.0005,370,390,0.09,2.42,0.411,5.1,0.002,1.601,124,0.005,1.7,0.086,197,312000,66.77,12.135,5.8,0.004,6,660,2450,0.41,30.2,3,9.5
729,615800,7670000,240,"RUS","FLAT",25,22,"PLAIN",0.03,23000,73000,15.62,0.89,0.838,1.5,20.4,0.24,0.015,0.001,1230,27000,3.78,0.026,0.005662,3.4,24.3,7.6,0.76,0.0017,20600,46900,6.71,0.03,330,7100,0.86,9.7,3.4,8.95,2120,13200,2.19,65.2,690,0.09,0.1,140,22300,3.01,7.2,0.0005,573,610,0.14,3.64,1.117,5.3,0.002,2.088,301,0.005,3.6,0.222,172,268800,57.52,18.245,4.8,0.004,5,583,3110,0.52,38.8,4.2,13.8
730,655602,7500000,240,"RUS","SW",24,1,"SLOPE",0.028,18700,66900,14.32,1.21,0.68,1.5,29.5,0.29,0.053,0.001,1380,24400,3.42,0.024,0.003802,6,40,10.2,0.64,0.0005,18600,36500,5.23,0.03,530,8800,1.07,6.7,10.3,7.5,2070,10700,1.78,192,610,0.08,0.3,110,23400,3.16,17.6,0.0005,727,820,0.19,2.95,1.011,5.4,0.002,2.833,129,0.015,2.2,0.119,260,287300,61.47,16.374,4.5,0.01,4,769,3230,0.54,36.9,1.7,24.9
731,834789,7550000,340,"RUS","E",12,83,"HIMO",0.037,58000,68200,14.61,5.52,0.579,1.5,203,8.28,0.078,0.001,2420,18500,2.6,0.133,0.006948,9.5,124,18.8,1.08,0.0005,26000,58400,8.36,0.08,1280,15900,1.92,116,11.4,26.51,4240,14200,2.36,1080,2090,0.27,0.5,4520,23800,3.21,52.8,0.001711,219,1000,0.23,17.4,2.785,5.6,0.002,4.676,461,0.107,1,0.422,99,169000,36.17,10.734,491,0.013,51,2650,11860,1.98,53.4,122,194
